ID_Cliente,Churn,Gênero,Idoso,Parceiro,Dependentes,MesesContrato,AssinaturaTelefone,MultiplasLinhas,AssinaturaInternet,SegurancaOnline,BackupOnline,ProtecaoDispositivo,SuporteTecnico,StreamingTV,StreamingFilmes,TipoContrato,FaturaOnline,FormaPagamento,Faturamento_Mensal,FaturamentoTotal,Contas_Diarias,Idade_Churn,Status_Cliente
6038-GCYEC,1,Feminino,0,No,No,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Cartão de Crédito,54.15,1240.25,1.805,Igual ou maior que 65 anos,Saiu
6040-CGACY,0,Feminino,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,19.6,299.4,0.6533333333333334,Menor que 65 anos,Permaneceu
6047-SUHPR,0,Masculino,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,No,1 ano,No,Cheque Eletrônico,59.8,2343.85,1.9933333333333332,Menor que 65 anos,Permaneceu
6047-YHPVI,1,Masculino,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,69.7,316.9,2.3233333333333333,Igual ou maior que 65 anos,Saiu
6048-NJXHX,0,Masculino,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Cheque Eletrônico,19.75,899.45,0.6583333333333333,Menor que 65 anos,Permaneceu
6048-QBXKL,0,Feminino,1,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Mensal,Yes,Cartão de Crédito,56.55,118.25,1.885,Menor que 65 anos,Permaneceu
6048-UWKAL,0,Feminino,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,2 anos,No,Cartão de Crédito,105.4,6998.95,3.5133333333333336,Menor que 65 anos,Permaneceu
6050-FFXES,0,Feminino,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,2 anos,No,Transferência Bancária,105.35,7240.65,3.5116666666666663,Menor que 65 anos,Permaneceu
6050-IJRHS,0,Feminino,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1 ano,Yes,Cheque Eletrônico,106.5,7397,3.55,Menor que 65 anos,Permaneceu
6051-PTVNS,0,Feminino,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Cartão de Crédito,19.15,998.1,0.6383333333333333,Menor que 65 anos,Permaneceu
6060-DRTNL,1,Feminino,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Mensal,Yes,Boleto Correio,84.85,415.55,2.828333333333333,Igual ou maior que 65 anos,Saiu
6060-QBMGV,0,Masculino,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Cartão de Crédito,19.85,1433.8,0.6616666666666667,Menor que 65 anos,Permaneceu
6061-GWWAV,0,Masculino,0,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,1 ano,No,Boleto Correio,70.2,2894.55,2.3400000000000003,Menor que 65 anos,Permaneceu
6061-PQHMK,0,Feminino,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Cartão de Crédito,19.9,527.5,0.6633333333333333,Menor que 65 anos,Permaneceu
6064-PUPMC,0,Masculino,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,1 ano,No,Cartão de Crédito,57.2,1423.35,1.9066666666666667,Menor que 65 anos,Permaneceu
6064-ZATLR,0,Feminino,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,2 anos,No,Transferência Bancária,52.85,1498.65,1.7616666666666667,Menor que 65 anos,Permaneceu
6067-NGCEU,0,Feminino,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Mensal,Yes,Cartão de Crédito,111.05,7107,3.7016666666666667,Menor que 65 anos,Permaneceu
6072-NUQCB,0,Masculino,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Transferência Bancária,20.25,488.25,0.675,Menor que 65 anos,Permaneceu
6075-QMNRR,0,Feminino,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,Transferência Bancária,49.75,2535.55,1.6583333333333334,Menor que 65 anos,Permaneceu
6075-SLNIL,0,Masculino,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Mensal,Yes,Cartão de Crédito,95.1,3691.2,3.17,Menor que 65 anos,Permaneceu
6077-BDPXA,0,Feminino,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,70.15,194.2,2.3383333333333334,Menor que 65 anos,Permaneceu
6078-VESFR,0,Masculino,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,No,Transferência Bancária,70.45,849.1,2.3483333333333336,Menor que 65 anos,Permaneceu
6080-LNESI,0,Masculino,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Boleto Correio,24.75,1234.6,0.825,Menor que 65 anos,Permaneceu
6080-TCMYC,0,Masculino,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Mensal,Yes,Cheque Eletrônico,81.2,3292.3,2.7066666666666666,Menor que 65 anos,Permaneceu
6082-GLJIX,0,Masculino,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,19.25,331.35,0.6416666666666667,Menor que 65 anos,Permaneceu
6082-OQFBA,0,Masculino,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Boleto Correio,19.65,436.9,0.6549999999999999,Menor que 65 anos,Permaneceu
6086-ESGRL,1,Feminino,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,No,Cartão de Crédito,80.15,80.15,2.671666666666667,Igual ou maior que 65 anos,Saiu
6087-MVHJH,1,Feminino,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Mensal,Yes,Cheque Eletrônico,88.45,1422.1,2.9483333333333333,Igual ou maior que 65 anos,Saiu
6087-YPWHO,0,Masculino,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2 anos,No,Boleto Correio,68.15,4808.7,2.271666666666667,Menor que 65 anos,Permaneceu
6088-BXMRG,0,Feminino,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,98.85,3089.6,3.295,Menor que 65 anos,Permaneceu
6092-QZVPP,0,Masculino,0,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Mensal,Yes,Cartão de Crédito,79.2,2854.95,2.64,Menor que 65 anos,Permaneceu
6094-ZIVKX,0,Feminino,0,No,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,1 ano,Yes,Cartão de Crédito,54.45,3674.95,1.8150000000000002,Menor que 65 anos,Permaneceu
6096-EGVTU,0,Feminino,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Boleto Correio,24.9,1595.5,0.83,Menor que 65 anos,Permaneceu
6097-EQISJ,1,Feminino,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1 ano,Yes,Cartão de Crédito,102.45,6615.15,3.415,Igual ou maior que 65 anos,Saiu
6100-FJZDG,0,Masculino,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Transferência Bancária,20.05,505.9,0.6683333333333333,Menor que 65 anos,Permaneceu
6100-QQHEB,1,Masculino,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,92.55,1515.1,3.085,Igual ou maior que 65 anos,Saiu
6101-IMRMM,1,Masculino,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,No,Boleto Correio,94.5,575.45,3.15,Igual ou maior que 65 anos,Saiu
6103-BOCOU,0,Feminino,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Mensal,Yes,Cheque Eletrônico,80.7,2193,2.69,Menor que 65 anos,Permaneceu
6103-LIANB,0,Masculino,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,2 anos,Yes,Cartão de Crédito,99.5,5861.75,3.316666666666667,Menor que 65 anos,Permaneceu
6103-QCKFX,0,Feminino,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Mensal,No,Transferência Bancária,56.25,2419.55,1.875,Menor que 65 anos,Permaneceu
6108-OQZDQ,1,Feminino,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,97.95,384.5,3.265,Igual ou maior que 65 anos,Saiu
6110-OHIHY,1,Masculino,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mensal,No,Cheque Eletrônico,79.25,267.6,2.6416666666666666,Igual ou maior que 65 anos,Saiu
6112-KTHFQ,0,Feminino,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Boleto Correio,19.3,279.3,0.6433333333333333,Menor que 65 anos,Permaneceu
6114-TCFID,0,Feminino,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,1 ano,No,Cartão de Crédito,39.5,1082.75,1.3166666666666667,Menor que 65 anos,Permaneceu
6115-ZTBFQ,0,Feminino,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Transferência Bancária,65.5,4919.7,2.183333333333333,Menor que 65 anos,Permaneceu
6116-RFVHN,0,Feminino,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,100.45,3414.65,3.3483333333333336,Menor que 65 anos,Permaneceu
6119-SPUDB,0,Masculino,0,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,2 anos,No,Boleto Correio,38.25,1755.35,1.275,Menor que 65 anos,Permaneceu
6120-RJKLU,0,Feminino,1,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,Cartão de Crédito,79.95,4819.75,2.665,Menor que 65 anos,Permaneceu
6121-TNHBO,0,Feminino,1,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,1 ano,No,Transferência Bancária,83.0,5243.05,2.7666666666666666,Menor que 65 anos,Permaneceu
6121-VZNQB,1,Feminino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Boleto Correio,19.1,19.1,0.6366666666666667,Igual ou maior que 65 anos,Saiu
6122-EFVKN,0,Masculino,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes,No,No,2 anos,No,Boleto Correio,35.75,830.8,1.1916666666666667,Menor que 65 anos,Permaneceu
6122-LJADA,0,Masculino,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Cartão de Crédito,90.15,6237.05,3.0050000000000003,Menor que 65 anos,Permaneceu
6124-ACRHJ,0,Feminino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,19.75,19.75,0.6583333333333333,Menor que 65 anos,Permaneceu
6127-ISGTU,1,Feminino,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Cheque Eletrônico,84.95,1378.25,2.8316666666666666,Igual ou maior que 65 anos,Saiu
6127-IYJOZ,0,Masculino,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Boleto Correio,45.85,45.85,1.5283333333333333,Menor que 65 anos,Permaneceu
6128-AQBMT,0,Masculino,1,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,53.95,2215.4,1.7983333333333333,Menor que 65 anos,Permaneceu
6128-CZOMY,1,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,45.65,45.65,1.5216666666666667,Igual ou maior que 65 anos,Saiu
6128-DAFVY,0,Feminino,0,No,No,56,No,No phone service,DSL,No,No,No,No,Yes,Yes,Mensal,Yes,Cartão de Crédito,44.85,2564.95,1.495,Menor que 65 anos,Permaneceu
6131-FOYAS,0,Masculino,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Mensal,Yes,Cheque Eletrônico,59.6,2094.9,1.9866666666666668,Menor que 65 anos,Permaneceu
6131-IUNXN,0,Feminino,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,20.2,382.2,0.6733333333333333,Menor que 65 anos,Permaneceu
6131-JLWZM,0,Feminino,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Boleto Correio,20.3,275.4,0.6766666666666666,Menor que 65 anos,Permaneceu
6133-OZILE,0,Feminino,0,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Mensal,Yes,Cheque Eletrônico,35.2,607.3,1.1733333333333333,Menor que 65 anos,Permaneceu
6134-KWTBV,0,Masculino,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Transferência Bancária,23.4,1429.65,0.7799999999999999,Menor que 65 anos,Permaneceu
6135-OZQVA,0,Feminino,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,53.65,404.35,1.7883333333333333,Menor que 65 anos,Permaneceu
6137-MFAJN,0,Feminino,0,No,No,48,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Mensal,Yes,Cheque Eletrônico,44.8,2104.55,1.4933333333333332,Menor que 65 anos,Permaneceu
6137-NICCO,0,Feminino,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Mensal,Yes,Boleto Correio,94.05,518.75,3.135,Menor que 65 anos,Permaneceu
6139-ZZRBQ,0,Masculino,1,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Transferência Bancária,20.05,1198.05,0.6683333333333333,Menor que 65 anos,Permaneceu
6140-QNRQQ,1,Masculino,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Boleto Correio,71.55,71.55,2.385,Igual ou maior que 65 anos,Saiu
6141-OOXUQ,1,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,19.65,19.65,0.6549999999999999,Igual ou maior que 65 anos,Saiu
6142-VSJQO,1,Feminino,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Transferência Bancária,44.35,44.35,1.4783333333333333,Igual ou maior que 65 anos,Saiu
6143-JQKEA,0,Masculino,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Cartão de Crédito,45.8,436.2,1.5266666666666666,Menor que 65 anos,Permaneceu
6145-NNPNO,0,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Transferência Bancária,44.15,44.15,1.4716666666666667,Menor que 65 anos,Permaneceu
6147-CBCRA,0,Feminino,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,20.05,669.45,0.6683333333333333,Menor que 65 anos,Permaneceu
6152-ONASV,0,Feminino,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,1 ano,No,Transferência Bancária,58.25,3975.7,1.9416666666666667,Menor que 65 anos,Permaneceu
6156-UZDLF,0,Feminino,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,1 ano,Yes,Cartão de Crédito,87.15,2274.1,2.9050000000000002,Menor que 65 anos,Permaneceu
6158-DWPZT,1,Masculino,0,Yes,No,9,No,No phone service,DSL,No,No,No,No,No,No,1 ano,No,Transferência Bancária,24.1,259.8,0.8033333333333333,Igual ou maior que 65 anos,Saiu
6158-HDPXZ,0,Masculino,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Mensal,No,Boleto Correio,25.35,25.35,0.8450000000000001,Menor que 65 anos,Permaneceu
6161-ERDGD,0,Masculino,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,1 ano,No,Cheque Eletrônico,85.45,6300.85,2.8483333333333336,Menor que 65 anos,Permaneceu
6161-UUUTA,1,Masculino,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Cheque Eletrônico,79.9,260.9,2.6633333333333336,Igual ou maior que 65 anos,Saiu
6164-HAQTX,0,Masculino,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,2 anos,No,Transferência Bancária,53.95,3888.65,1.7983333333333333,Menor que 65 anos,Permaneceu
6164-HXUGH,0,Feminino,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,19.85,119.3,0.6616666666666667,Menor que 65 anos,Permaneceu
6166-ILMNY,1,Feminino,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,No,Transferência Bancária,69.75,144.55,2.325,Igual ou maior que 65 anos,Saiu
6166-YIPFO,0,Masculino,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Cheque Eletrônico,64.7,4746.05,2.1566666666666667,Menor que 65 anos,Permaneceu
6168-WFVVF,1,Feminino,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,70.3,235.5,2.3433333333333333,Igual ou maior que 65 anos,Saiu
6168-YBYNP,0,Masculino,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Mensal,Yes,Cheque Eletrônico,111.35,6519.75,3.7116666666666664,Menor que 65 anos,Permaneceu
6169-PGNCD,0,Feminino,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,2 anos,Yes,Cartão de Crédito,74.3,4166.35,2.4766666666666666,Menor que 65 anos,Permaneceu
6169-PPETC,0,Masculino,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Transferência Bancária,20.5,759.35,0.6833333333333333,Menor que 65 anos,Permaneceu
6171-ZTVYB,0,Masculino,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Mensal,No,Transferência Bancária,66.25,2907.35,2.2083333333333335,Menor que 65 anos,Permaneceu
6172-FECYY,1,Masculino,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mensal,No,Cheque Eletrônico,84.5,4254.85,2.816666666666667,Igual ou maior que 65 anos,Saiu
6173-GOLSU,0,Masculino,1,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Cartão de Crédito,94.65,6079,3.1550000000000002,Menor que 65 anos,Permaneceu
6173-ITPWD,1,Masculino,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Mensal,Yes,Transferência Bancária,83.35,4065,2.7783333333333333,Igual ou maior que 65 anos,Saiu
6174-NRBTZ,0,Masculino,0,No,No,46,No,No phone service,DSL,Yes,No,No,No,No,No,1 ano,Yes,Transferência Bancária,30.75,1489.3,1.025,Menor que 65 anos,Permaneceu
6175-IRFIT,0,Masculino,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,No,Boleto Correio,78.75,426.35,2.625,Menor que 65 anos,Permaneceu
6176-YJWAS,0,Masculino,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,2 anos,Yes,Cartão de Crédito,97.95,7114.25,3.265,Menor que 65 anos,Permaneceu
6177-PEVRA,0,Feminino,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,2 anos,No,Cartão de Crédito,55.5,2627.35,1.85,Menor que 65 anos,Permaneceu
6178-KFNHS,1,Feminino,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,78.3,909.25,2.61,Igual ou maior que 65 anos,Saiu
6179-GJPSO,1,Feminino,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Mensal,Yes,Cartão de Crédito,108.15,4600.7,3.605,Igual ou maior que 65 anos,Saiu
6180-YBIQI,0,Masculino,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Mensal,No,Boleto Correio,24.3,100.2,0.81,Menor que 65 anos,Permaneceu
6181-AXXYF,0,Masculino,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Cartão de Crédito,24.75,1859.1,0.825,Menor que 65 anos,Permaneceu
6184-DYUOB,0,Feminino,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Boleto Correio,19.6,55.25,0.6533333333333334,Menor que 65 anos,Permaneceu
6185-TASNN,0,Masculino,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Cheque Eletrônico,46.3,46.3,1.5433333333333332,Menor que 65 anos,Permaneceu
6188-UXBBR,0,Feminino,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Cartão de Crédito,20.25,814.75,0.675,Menor que 65 anos,Permaneceu
6194-HBGQN,0,Masculino,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,1 ano,Yes,Cartão de Crédito,81.15,4126.2,2.705,Menor que 65 anos,Permaneceu
6195-MELTI,0,Masculino,0,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,1 ano,Yes,Boleto Correio,54.65,3134.7,1.8216666666666665,Menor que 65 anos,Permaneceu
6196-HBOBZ,0,Masculino,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,2 anos,Yes,Cheque Eletrônico,99.35,6347.55,3.3116666666666665,Menor que 65 anos,Permaneceu
6198-PNNSZ,0,Feminino,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1 ano,No,Transferência Bancária,109.8,6109.65,3.6599999999999997,Menor que 65 anos,Permaneceu
6198-RTPMF,0,Feminino,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,No,Cheque Eletrônico,92.6,1579.7,3.0866666666666664,Menor que 65 anos,Permaneceu
6198-ZFIOJ,0,Feminino,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,No,Cheque Eletrônico,75.6,402.5,2.52,Menor que 65 anos,Permaneceu
6199-IPCAO,0,Feminino,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Boleto Correio,26.1,692.55,0.87,Menor que 65 anos,Permaneceu
6199-IWKGC,0,Feminino,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,1 ano,No,Cheque Eletrônico,100.25,4753.85,3.341666666666667,Menor que 65 anos,Permaneceu
6202-DYYFX,0,Feminino,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,1 ano,Yes,Cartão de Crédito,76.0,1783.6,2.533333333333333,Menor que 65 anos,Permaneceu
6202-JVYEU,0,Masculino,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Cheque Eletrônico,19.9,164.6,0.6633333333333333,Menor que 65 anos,Permaneceu
6203-HBZPA,0,Masculino,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Cartão de Crédito,63.9,3334.95,2.13,Menor que 65 anos,Permaneceu
6204-IEUXJ,1,Feminino,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Mensal,No,Cartão de Crédito,80.1,217.55,2.67,Igual ou maior que 65 anos,Saiu
6207-WIOLX,1,Feminino,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Mensal,Yes,Cartão de Crédito,58.6,1502.65,1.9533333333333334,Igual ou maior que 65 anos,Saiu
6210-KBBPI,1,Masculino,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Cartão de Crédito,99.45,919.4,3.315,Igual ou maior que 65 anos,Saiu
6211-WHMYA,0,Feminino,1,No,No,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Mensal,Yes,Cheque Eletrônico,43.85,2751,1.4616666666666667,Menor que 65 anos,Permaneceu
6211-WWLTF,0,Masculino,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,2 anos,No,Cartão de Crédito,99.7,6330.4,3.3233333333333333,Menor que 65 anos,Permaneceu
6212-ATMLK,0,Feminino,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,95.7,4729.75,3.19,Menor que 65 anos,Permaneceu
6214-EDAKZ,1,Feminino,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Mensal,No,Cheque Eletrônico,55.15,1206.05,1.8383333333333334,Igual ou maior que 65 anos,Saiu
6215-NQCPY,0,Masculino,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,99.7,1566.75,3.3233333333333333,Menor que 65 anos,Permaneceu
6217-KDYWC,0,Masculino,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Boleto Correio,19.6,1170.55,0.6533333333333334,Menor que 65 anos,Permaneceu
6217-TOWGS,0,Feminino,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Mensal,Yes,Transferência Bancária,75.4,1322.55,2.5133333333333336,Menor que 65 anos,Permaneceu
6218-KNUBD,0,Masculino,0,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Mensal,No,Cheque Eletrônico,59.45,357.6,1.9816666666666667,Menor que 65 anos,Permaneceu
6221-AVQYL,1,Masculino,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cartão de Crédito,73.25,131.05,2.441666666666667,Igual ou maior que 65 anos,Saiu
6223-DHJGV,0,Feminino,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Boleto Correio,20.65,958.1,0.6883333333333332,Menor que 65 anos,Permaneceu
6227-FBDXH,0,Masculino,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1 ano,No,Transferência Bancária,99.5,6841.45,3.316666666666667,Menor que 65 anos,Permaneceu
